STATION,NAME,DATE,PRCP,TMAX,TMIN
UK000056225,"OXFORD, UK",21/04/1954,0,53,34
UK000056225,"OXFORD, UK",22/04/1954,0,50,34
UK000056225,"OXFORD, UK",23/04/1954,0.01,49,33
UK000056225,"OXFORD, UK",24/04/1954,0.01,55,39
UK000056225,"OXFORD, UK",25/04/1954,0,58,39
UK000056225,"OXFORD, UK",26/04/1954,0,53,40
UK000056225,"OXFORD, UK",27/04/1954,0,52,31
UK000056225,"OXFORD, UK",28/04/1954,0,60,33
UK000056225,"OXFORD, UK",29/04/1954,0,61,31
UK000056225,"OXFORD, UK",30/04/1954,0,56,43
UK000056225,"OXFORD, UK",01/05/1954,0.38,49,42
UK000056225,"OXFORD, UK",02/05/1954,0.46,49,40
UK000056225,"OXFORD, UK",03/05/1954,0.28,55,39
UK000056225,"OXFORD, UK",04/05/1954,0.09,52,41
UK000056225,"OXFORD, UK",05/05/1954,0.04,57,38
UK000056225,"OXFORD, UK",06/05/1954,0.01,56,40
UK000056225,"OXFORD, UK",07/05/1954,0,64,40
UK000056225,"OXFORD, UK",08/05/1954,0,67,34
UK000056225,"OXFORD, UK",09/05/1954,0,75,43
UK000056225,"OXFORD, UK",10/05/1954,0,71,50
UK000056225,"OXFORD, UK",11/05/1954,0,78,49
UK000056225,"OXFORD, UK",12/05/1954,0.04,70,49
UK000056225,"OXFORD, UK",13/05/1954,0.1,62,57
UK000056225,"OXFORD, UK",14/05/1954,0.03,52,54
UK000056225,"OXFORD, UK",15/05/1954,0,52,47
UK000056225,"OXFORD, UK",16/05/1954,0,54,39
UK000056225,"OXFORD, UK",17/05/1954,0,54,44
UK000056225,"OXFORD, UK",18/05/1954,0,61,39
UK000056225,"OXFORD, UK",19/05/1954,0,58,37
UK000056225,"OXFORD, UK",20/05/1954,0,54,47
UK000056225,"OXFORD, UK",21/05/1954,0.05,51,46
UK000056225,"OXFORD, UK",22/05/1954,0,57,45
UK000056225,"OXFORD, UK",23/05/1954,0.06,59,43
UK000056225,"OXFORD, UK",24/05/1954,0.01,65,45
UK000056225,"OXFORD, UK",25/05/1954,0,70,51
UK000056225,"OXFORD, UK",26/05/1954,0.09,76,48
UK000056225,"OXFORD, UK",27/05/1954,0.03,65,55
UK000056225,"OXFORD, UK",28/05/1954,0.37,61,56
UK000056225,"OXFORD, UK",29/05/1954,0.03,60,49
UK000056225,"OXFORD, UK",30/05/1954,0.02,67,40
UK000056225,"OXFORD, UK",31/05/1954,0,55,49
UK000056225,"OXFORD, UK",01/06/1954,0,61,47
UK000056225,"OXFORD, UK",02/06/1954,0,63,48
UK000056225,"OXFORD, UK",03/06/1954,0,71,46
UK000056225,"OXFORD, UK",04/06/1954,0,63,49
UK000056225,"OXFORD, UK",05/06/1954,0.86,57,49
UK000056225,"OXFORD, UK",06/06/1954,0.31,63,51
UK000056225,"OXFORD, UK",07/06/1954,0.37,67,50
UK000056225,"OXFORD, UK",08/06/1954,0.02,62,51
UK000056225,"OXFORD, UK",09/06/1954,0.16,63,51
UK000056225,"OXFORD, UK",10/06/1954,0.19,64,52
UK000056225,"OXFORD, UK",11/06/1954,0.02,58,52
UK000056225,"OXFORD, UK",12/06/1954,1.22,57,52
UK000056225,"OXFORD, UK",13/06/1954,0.23,64,51
UK000056225,"OXFORD, UK",14/06/1954,0,66,45
UK000056225,"OXFORD, UK",15/06/1954,0,68,47
UK000056225,"OXFORD, UK",16/06/1954,0.01,70,55
UK000056225,"OXFORD, UK",17/06/1954,0,68,55
UK000056225,"OXFORD, UK",18/06/1954,0.01,68,59
UK000056225,"OXFORD, UK",19/06/1954,0,69,55
UK000056225,"OXFORD, UK",20/06/1954,0.02,64,51
UK000056225,"OXFORD, UK",21/06/1954,0.01,71,50
UK000056225,"OXFORD, UK",22/06/1954,0,70,55
UK000056225,"OXFORD, UK",23/06/1954,0,71,53
UK000056225,"OXFORD, UK",24/06/1954,0.04,61,49
UK000056225,"OXFORD, UK",25/06/1954,0.05,66,56
UK000056225,"OXFORD, UK",26/06/1954,0,62,55
UK000056225,"OXFORD, UK",27/06/1954,0.06,61,45
UK000056225,"OXFORD, UK",28/06/1954,0,59,47
UK000056225,"OXFORD, UK",29/06/1954,0,66,45
UK000056225,"OXFORD, UK",30/06/1954,0.05,63,46
UK000056225,"OXFORD, UK",01/07/1954,0.03,65,52
UK000056225,"OXFORD, UK",02/07/1954,0,63,54
UK000056225,"OXFORD, UK",03/07/1954,0.14,62,49
UK000056225,"OXFORD, UK",04/07/1954,0.05,59,47
UK000056225,"OXFORD, UK",05/07/1954,0.22,64,45
UK000056225,"OXFORD, UK",06/07/1954,0,67,45
UK000056225,"OXFORD, UK",07/07/1954,0.01,63,43
UK000056225,"OXFORD, UK",08/07/1954,0.01,71,51
UK000056225,"OXFORD, UK",09/07/1954,0.03,67,52
UK000056225,"OXFORD, UK",10/07/1954,0,68,57
UK000056225,"OXFORD, UK",11/07/1954,0,70,54
UK000056225,"OXFORD, UK",12/07/1954,0,69,55
UK000056225,"OXFORD, UK",13/07/1954,0.03,71,47
UK000056225,"OXFORD, UK",14/07/1954,0,65,60
UK000056225,"OXFORD, UK",15/07/1954,0,63,51
UK000056225,"OXFORD, UK",16/07/1954,0.42,61,53
UK000056225,"OXFORD, UK",17/07/1954,0.16,66,58
UK000056225,"OXFORD, UK",18/07/1954,0,70,55
UK000056225,"OXFORD, UK",19/07/1954,0,72,52
UK000056225,"OXFORD, UK",20/07/1954,0,68,50
UK000056225,"OXFORD, UK",21/07/1954,0,64,58
UK000056225,"OXFORD, UK",22/07/1954,0,63,49
UK000056225,"OXFORD, UK",23/07/1954,0.07,71,51
UK000056225,"OXFORD, UK",24/07/1954,0.09,65,60
UK000056225,"OXFORD, UK",25/07/1954,0.61,67,60
UK000056225,"OXFORD, UK",26/07/1954,0.11,64,56
UK000056225,"OXFORD, UK",27/07/1954,0.01,61,52
UK000056225,"OXFORD, UK",28/07/1954,0.19,64,51
UK000056225,"OXFORD, UK",29/07/1954,0,62,52
UK000056225,"OXFORD, UK",30/07/1954,0,64,52
UK000056225,"OXFORD, UK",31/07/1954,0,66,53
UK000056225,"OXFORD, UK",01/08/1954,0.04,68,53
UK000056225,"OXFORD, UK",02/08/1954,0.01,72,58
UK000056225,"OXFORD, UK",03/08/1954,0,73,59
UK000056225,"OXFORD, UK",04/08/1954,0.44,68,57
UK000056225,"OXFORD, UK",05/08/1954,0.21,69,60
UK000056225,"OXFORD, UK",06/08/1954,0.03,66,56
UK000056225,"OXFORD, UK",07/08/1954,0.25,67,52
UK000056225,"OXFORD, UK",08/08/1954,0.25,62,52
UK000056225,"OXFORD, UK",09/08/1954,0.22,65,52
UK000056225,"OXFORD, UK",10/08/1954,0.1,66,52
UK000056225,"OXFORD, UK",11/08/1954,0.13,68,52
UK000056225,"OXFORD, UK",12/08/1954,0.3,67,53
UK000056225,"OXFORD, UK",13/08/1954,0,69,54
UK000056225,"OXFORD, UK",14/08/1954,0,66,48
UK000056225,"OXFORD, UK",15/08/1954,0.12,68,47
UK000056225,"OXFORD, UK",16/08/1954,0,65,48
UK000056225,"OXFORD, UK",17/08/1954,0.39,61,45
UK000056225,"OXFORD, UK",18/08/1954,0.01,58,54
UK000056225,"OXFORD, UK",19/08/1954,0.13,61,51
UK000056225,"OXFORD, UK",20/08/1954,0.12,66,51
UK000056225,"OXFORD, UK",21/08/1954,0.02,65,54
UK000056225,"OXFORD, UK",22/08/1954,0.2,60,50
UK000056225,"OXFORD, UK",23/08/1954,0.17,62,47
UK000056225,"OXFORD, UK",24/08/1954,0.02,65,52
UK000056225,"OXFORD, UK",25/08/1954,0,70,54
UK000056225,"OXFORD, UK",26/08/1954,0,74,51
UK000056225,"OXFORD, UK",27/08/1954,0,70,46
UK000056225,"OXFORD, UK",28/08/1954,0,64,55
UK000056225,"OXFORD, UK",29/08/1954,0,66,50
UK000056225,"OXFORD, UK",30/08/1954,0,77,56
UK000056225,"OXFORD, UK",31/08/1954,0,83,54
UK000056225,"OXFORD, UK",01/09/1954,0,70,51
UK000056225,"OXFORD, UK",02/09/1954,0,69,59
UK000056225,"OXFORD, UK",03/09/1954,0.15,64,60
UK000056225,"OXFORD, UK",04/09/1954,0.04,67,53
UK000056225,"OXFORD, UK",05/09/1954,0.02,66,43
UK000056225,"OXFORD, UK",06/09/1954,0.16,67,54
UK000056225,"OXFORD, UK",07/09/1954,0.04,68,46
UK000056225,"OXFORD, UK",08/09/1954,0.19,66,54
UK000056225,"OXFORD, UK",09/09/1954,0,64,54
UK000056225,"OXFORD, UK",10/09/1954,0.3,63,55
UK000056225,"OXFORD, UK",11/09/1954,0.26,63,54
UK000056225,"OXFORD, UK",12/09/1954,0.16,64,50
UK000056225,"OXFORD, UK",13/09/1954,0.11,62,48
UK000056225,"OXFORD, UK",14/09/1954,0.01,63,44
UK000056225,"OXFORD, UK",15/09/1954,0.03,64,49
UK000056225,"OXFORD, UK",16/09/1954,0,62,55
UK000056225,"OXFORD, UK",17/09/1954,0,59,49
UK000056225,"OXFORD, UK",18/09/1954,0.01,66,45
UK000056225,"OXFORD, UK",19/09/1954,0.11,61,46
UK000056225,"OXFORD, UK",20/09/1954,0,59,46
UK000056225,"OXFORD, UK",21/09/1954,0.03,60,44
UK000056225,"OXFORD, UK",22/09/1954,0,62,43
UK000056225,"OXFORD, UK",23/09/1954,0.78,65,36
UK000056225,"OXFORD, UK",24/09/1954,0.02,59,51
UK000056225,"OXFORD, UK",25/09/1954,0.01,62,52
UK000056225,"OXFORD, UK",26/09/1954,0,59,50
UK000056225,"OXFORD, UK",27/09/1954,0.03,56,47
UK000056225,"OXFORD, UK",28/09/1954,0.01,55,49
UK000056225,"OXFORD, UK",29/09/1954,0.07,60,40
UK000056225,"OXFORD, UK",30/09/1954,0.06,67,41
UK000056225,"OXFORD, UK",01/10/1954,0,65,52
UK000056225,"OXFORD, UK",02/10/1954,0,64,59
UK000056225,"OXFORD, UK",03/10/1954,0.03,60,57
UK000056225,"OXFORD, UK",04/10/1954,0.33,63,48
UK000056225,"OXFORD, UK",05/10/1954,0.02,61,53
UK000056225,"OXFORD, UK",06/10/1954,0,56,51
UK000056225,"OXFORD, UK",07/10/1954,0.02,55,39
UK000056225,"OXFORD, UK",08/10/1954,0.05,62,39
UK000056225,"OXFORD, UK",09/10/1954,0.07,58,46
UK000056225,"OXFORD, UK",10/10/1954,0,59,50
UK000056225,"OXFORD, UK",11/10/1954,0,61,41
UK000056225,"OXFORD, UK",12/10/1954,0,63,44
UK000056225,"OXFORD, UK",13/10/1954,0,62,50
UK000056225,"OXFORD, UK",14/10/1954,0.01,62,53
UK000056225,"OXFORD, UK",15/10/1954,0.11,64,56
UK000056225,"OXFORD, UK",16/10/1954,0.02,67,57
UK000056225,"OXFORD, UK",17/10/1954,0.01,65,59
UK000056225,"OXFORD, UK",18/10/1954,0.09,60,60
UK000056225,"OXFORD, UK",19/10/1954,0,59,56
UK000056225,"OXFORD, UK",20/10/1954,0.03,59,45
UK000056225,"OXFORD, UK",21/10/1954,0.01,57,51
UK000056225,"OXFORD, UK",22/10/1954,0.19,58,49
UK000056225,"OXFORD, UK",23/10/1954,0.29,56,46
UK000056225,"OXFORD, UK",24/10/1954,0,53,52
UK000056225,"OXFORD, UK",25/10/1954,0,60,40
UK000056225,"OXFORD, UK",26/10/1954,0.27,64,29
UK000056225,"OXFORD, UK",27/10/1954,0.01,62,37
UK000056225,"OXFORD, UK",28/10/1954,0.1,60,50
UK000056225,"OXFORD, UK",29/10/1954,0,55,55
UK000056225,"OXFORD, UK",30/10/1954,0.02,54,43
UK000056225,"OXFORD, UK",31/10/1954,0.47,52,43
UK000056225,"OXFORD, UK",01/11/1954,0.02,49,47
UK000056225,"OXFORD, UK",02/11/1954,0,55,47
UK000056225,"OXFORD, UK",03/11/1954,0,54,45
UK000056225,"OXFORD, UK",04/11/1954,0.02,56,41
UK000056225,"OXFORD, UK",05/11/1954,0.19,57,44
UK000056225,"OXFORD, UK",06/11/1954,0.47,48,48
UK000056225,"OXFORD, UK",07/11/1954,0,51,45
UK000056225,"OXFORD, UK",08/11/1954,0.27,49,33
UK000056225,"OXFORD, UK",09/11/1954,0.01,53,37
UK000056225,"OXFORD, UK",10/11/1954,0.26,59,35
UK000056225,"OXFORD, UK",11/11/1954,0.25,55,40
UK000056225,"OXFORD, UK",12/11/1954,0,51,50
UK000056225,"OXFORD, UK",13/11/1954,0.01,53,35
UK000056225,"OXFORD, UK",14/11/1954,0.01,44,39
UK000056225,"OXFORD, UK",15/11/1954,0.04,50,30
UK000056225,"OXFORD, UK",16/11/1954,0.05,46,31
UK000056225,"OXFORD, UK",17/11/1954,0.01,44,31
UK000056225,"OXFORD, UK",18/11/1954,0.03,50,26
UK000056225,"OXFORD, UK",19/11/1954,0.01,50,30
UK000056225,"OXFORD, UK",20/11/1954,0,50,42
UK000056225,"OXFORD, UK",21/11/1954,0.04,53,38
UK000056225,"OXFORD, UK",22/11/1954,0.36,49,38
UK000056225,"OXFORD, UK",23/11/1954,0.31,52,42
UK000056225,"OXFORD, UK",24/11/1954,0.35,53,36
UK000056225,"OXFORD, UK",25/11/1954,0.27,52,38
UK000056225,"OXFORD, UK",26/11/1954,0.65,53,36
UK000056225,"OXFORD, UK",27/11/1954,0.23,52,42
UK000056225,"OXFORD, UK",28/11/1954,0.1,57,44
UK000056225,"OXFORD, UK",29/11/1954,0.44,51,37
UK000056225,"OXFORD, UK",30/11/1954,0.01,55,39
UK000056225,"OXFORD, UK",01/12/1954,0.01,58,40
UK000056225,"OXFORD, UK",02/12/1954,0.06,55,42
UK000056225,"OXFORD, UK",03/12/1954,0,54,51
UK000056225,"OXFORD, UK",04/12/1954,0,47,44
UK000056225,"OXFORD, UK",05/12/1954,0,46,40
UK000056225,"OXFORD, UK",06/12/1954,0.13,39,35
UK000056225,"OXFORD, UK",07/12/1954,0.04,44,36
UK000056225,"OXFORD, UK",08/12/1954,1.13,43,31
UK000056225,"OXFORD, UK",09/12/1954,0,41,36
UK000056225,"OXFORD, UK",10/12/1954,0,43,35
UK000056225,"OXFORD, UK",11/12/1954,0.24,44,28
UK000056225,"OXFORD, UK",12/12/1954,0.03,51,29
UK000056225,"OXFORD, UK",13/12/1954,0.23,55,37
UK000056225,"OXFORD, UK",14/12/1954,0.03,49,40
UK000056225,"OXFORD, UK",15/12/1954,0.01,51,43
UK000056225,"OXFORD, UK",16/12/1954,0.04,49,36
UK000056225,"OXFORD, UK",17/12/1954,0,49,45
UK000056225,"OXFORD, UK",18/12/1954,0,50,34
UK000056225,"OXFORD, UK",19/12/1954,0,51,41
UK000056225,"OXFORD, UK",20/12/1954,0.02,53,46
UK000056225,"OXFORD, UK",21/12/1954,0,54,38
UK000056225,"OXFORD, UK",22/12/1954,0.04,51,43
UK000056225,"OXFORD, UK",23/12/1954,0.01,45,46
UK000056225,"OXFORD, UK",24/12/1954,0,52,35
UK000056225,"OXFORD, UK",25/12/1954,0,52,36
UK000056225,"OXFORD, UK",26/12/1954,0,53,43
UK000056225,"OXFORD, UK",27/12/1954,0,53,47
UK000056225,"OXFORD, UK",28/12/1954,0,50,48
UK000056225,"OXFORD, UK",29/12/1954,0,46,46
UK000056225,"OXFORD, UK",30/12/1954,0,45,45
UK000056225,"OXFORD, UK",31/12/1954,0,38,43
UK000056225,"OXFORD, UK",01/01/1955,0,37,35
UK000056225,"OXFORD, UK",02/01/1955,0,37,34
UK000056225,"OXFORD, UK",03/01/1955,0.03,33,34
UK000056225,"OXFORD, UK",04/01/1955,0.33,34,31
UK000056225,"OXFORD, UK",05/01/1955,0.07,35,30
UK000056225,"OXFORD, UK",06/01/1955,0.17,36,32
UK000056225,"OXFORD, UK",07/01/1955,0,35,33
UK000056225,"OXFORD, UK",08/01/1955,0,46,33
UK000056225,"OXFORD, UK",09/01/1955,0,53,30
UK000056225,"OXFORD, UK",10/01/1955,0.37,36,30
UK000056225,"OXFORD, UK",11/01/1955,0.01,34,34
UK000056225,"OXFORD, UK",12/01/1955,0.01,33,22
UK000056225,"OXFORD, UK",13/01/1955,0.27,34,23
UK000056225,"OXFORD, UK",14/01/1955,0.05,46,28
UK000056225,"OXFORD, UK",15/01/1955,0.32,46,20
UK000056225,"OXFORD, UK",16/01/1955,0.45,35,32
UK000056225,"OXFORD, UK",17/01/1955,0.1,38,25
UK000056225,"OXFORD, UK",18/01/1955,0,39,22
UK000056225,"OXFORD, UK",19/01/1955,0,43,25
UK000056225,"OXFORD, UK",20/01/1955,0.06,47,17
UK000056225,"OXFORD, UK",21/01/1955,0.12,46,28
UK000056225,"OXFORD, UK",22/01/1955,0.05,42,41
UK000056225,"OXFORD, UK",23/01/1955,0,46,41
UK000056225,"OXFORD, UK",24/01/1955,0,47,38
UK000056225,"OXFORD, UK",25/01/1955,0,44,39
UK000056225,"OXFORD, UK",26/01/1955,0.01,48,38
UK000056225,"OXFORD, UK",27/01/1955,0,50,38
UK000056225,"OXFORD, UK",28/01/1955,0,51,38
UK000056225,"OXFORD, UK",29/01/1955,0.03,53,46
UK000056225,"OXFORD, UK",30/01/1955,0,50,47
UK000056225,"OXFORD, UK",31/01/1955,0.01,50,46
UK000056225,"OXFORD, UK",01/02/1955,0.01,49,42
UK000056225,"OXFORD, UK",02/02/1955,0.05,47,37
UK000056225,"OXFORD, UK",03/02/1955,0.12,47,40
UK000056225,"OXFORD, UK",04/02/1955,0.27,42,37
UK000056225,"OXFORD, UK",05/02/1955,0.03,44,35
UK000056225,"OXFORD, UK",06/02/1955,0.25,54,33
UK000056225,"OXFORD, UK",07/02/1955,0.01,52,35
UK000056225,"OXFORD, UK",08/02/1955,0,48,40
UK000056225,"OXFORD, UK",09/02/1955,0.02,42,41
UK000056225,"OXFORD, UK",10/02/1955,0,40,33
UK000056225,"OXFORD, UK",11/02/1955,0.01,36,28
UK000056225,"OXFORD, UK",12/02/1955,0.01,36,27
UK000056225,"OXFORD, UK",13/02/1955,0,39,31
UK000056225,"OXFORD, UK",14/02/1955,0.11,39,26
UK000056225,"OXFORD, UK",15/02/1955,0.01,44,30
UK000056225,"OXFORD, UK",16/02/1955,0.07,36,27
UK000056225,"OXFORD, UK",17/02/1955,0.1,34,23
UK000056225,"OXFORD, UK",18/02/1955,0,35,24
UK000056225,"OXFORD, UK",19/02/1955,0,36,25
UK000056225,"OXFORD, UK",20/02/1955,0.1,32,20
UK000056225,"OXFORD, UK",21/02/1955,0.03,32,25
UK000056225,"OXFORD, UK",22/02/1955,0,33,24
UK000056225,"OXFORD, UK",23/02/1955,0.11,34,27
UK000056225,"OXFORD, UK",24/02/1955,0.11,34,31
UK000056225,"OXFORD, UK",25/02/1955,0,31,31
UK000056225,"OXFORD, UK",26/02/1955,0,34,28
UK000056225,"OXFORD, UK",27/02/1955,0,42,22
UK000056225,"OXFORD, UK",28/02/1955,0,43,17
UK000056225,"OXFORD, UK",01/03/1955,0,41,24
UK000056225,"OXFORD, UK",02/03/1955,0.01,45,23
UK000056225,"OXFORD, UK",03/03/1955,0,46,25
UK000056225,"OXFORD, UK",04/03/1955,0,41,30
UK000056225,"OXFORD, UK",05/03/1955,0.07,38,34
UK000056225,"OXFORD, UK",06/03/1955,0.03,35,32
UK000056225,"OXFORD, UK",07/03/1955,0.05,36,31
UK000056225,"OXFORD, UK",08/03/1955,0.03,40,30
UK000056225,"OXFORD, UK",09/03/1955,0.01,41,30
UK000056225,"OXFORD, UK",10/03/1955,0,43,28
UK000056225,"OXFORD, UK",11/03/1955,0,41,33
UK000056225,"OXFORD, UK",12/03/1955,0,42,29
UK000056225,"OXFORD, UK",13/03/1955,0,51,28
UK000056225,"OXFORD, UK",14/03/1955,0,49,31
UK000056225,"OXFORD, UK",15/03/1955,0,53,39
UK000056225,"OXFORD, UK",16/03/1955,0,45,40
UK000056225,"OXFORD, UK",17/03/1955,0,47,33
UK000056225,"OXFORD, UK",18/03/1955,0.01,44,28
UK000056225,"OXFORD, UK",19/03/1955,0,44,30
UK000056225,"OXFORD, UK",20/03/1955,0,47,24
UK000056225,"OXFORD, UK",21/03/1955,0,50,23
UK000056225,"OXFORD, UK",22/03/1955,0.28,54,24
UK000056225,"OXFORD, UK",23/03/1955,0.21,53,32
UK000056225,"OXFORD, UK",24/03/1955,0.1,58,47
UK000056225,"OXFORD, UK",25/03/1955,0.47,55,44
UK000056225,"OXFORD, UK",26/03/1955,0.16,44,47
UK000056225,"OXFORD, UK",27/03/1955,0,45,40
UK000056225,"OXFORD, UK",28/03/1955,0,45,32
UK000056225,"OXFORD, UK",29/03/1955,0,42,27
UK000056225,"OXFORD, UK",30/03/1955,0,50,28
UK000056225,"OXFORD, UK",31/03/1955,0,55,22
UK000056225,"OXFORD, UK",01/04/1955,0,54,35
UK000056225,"OXFORD, UK",02/04/1955,0.12,54,35
UK000056225,"OXFORD, UK",03/04/1955,0.01,57,40
UK000056225,"OXFORD, UK",04/04/1955,0.02,59,46
UK000056225,"OXFORD, UK",05/04/1955,0,58,49
UK000056225,"OXFORD, UK",06/04/1955,0.12,54,43
UK000056225,"OXFORD, UK",07/04/1955,0.22,57,41
UK000056225,"OXFORD, UK",08/04/1955,0,58,48
UK000056225,"OXFORD, UK",09/04/1955,0.04,61,44
UK000056225,"OXFORD, UK",10/04/1955,0,65,46
UK000056225,"OXFORD, UK",11/04/1955,0,59,50
UK000056225,"OXFORD, UK",12/04/1955,0,63,47
UK000056225,"OXFORD, UK",13/04/1955,0,56,50
UK000056225,"OXFORD, UK",14/04/1955,0,51,38
UK000056225,"OXFORD, UK",15/04/1955,0,55,36
UK000056225,"OXFORD, UK",16/04/1955,0,56,33
UK000056225,"OXFORD, UK",17/04/1955,0,50,37
UK000056225,"OXFORD, UK",18/04/1955,0,58,39
UK000056225,"OXFORD, UK",19/04/1955,0,64,39
UK000056225,"OXFORD, UK",20/04/1955,0,53,35
UK000056225,"OXFORD, UK",21/04/1955,0,60,37
UK000056225,"OXFORD, UK",22/04/1955,0,60,36
UK000056225,"OXFORD, UK",23/04/1955,0,56,41
UK000056225,"OXFORD, UK",24/04/1955,0,57,41
UK000056225,"OXFORD, UK",25/04/1955,0.01,63,35
UK000056225,"OXFORD, UK",26/04/1955,0.01,63,45
UK000056225,"OXFORD, UK",27/04/1955,0.02,63,48
UK000056225,"OXFORD, UK",28/04/1955,0.07,65,51
UK000056225,"OXFORD, UK",29/04/1955,0,63,52
UK000056225,"OXFORD, UK",30/04/1955,0.01,53,45
UK000056225,"OXFORD, UK",01/05/1955,0.21,58,46
UK000056225,"OXFORD, UK",02/05/1955,0.02,56,47
UK000056225,"OXFORD, UK",03/05/1955,0.06,58,44
UK000056225,"OXFORD, UK",04/05/1955,0.25,61,48
UK000056225,"OXFORD, UK",05/05/1955,0,60,46
UK000056225,"OXFORD, UK",06/05/1955,0.22,60,48
UK000056225,"OXFORD, UK",07/05/1955,0,61,41
UK000056225,"OXFORD, UK",08/05/1955,0,61,47
UK000056225,"OXFORD, UK",09/05/1955,0.08,60,51
UK000056225,"OXFORD, UK",10/05/1955,0.01,57,48
UK000056225,"OXFORD, UK",11/05/1955,0,60,37
UK000056225,"OXFORD, UK",12/05/1955,0.13,60,41
UK000056225,"OXFORD, UK",13/05/1955,0.18,55,48
UK000056225,"OXFORD, UK",14/05/1955,0.17,54,39
UK000056225,"OXFORD, UK",15/05/1955,0.19,54,35
UK000056225,"OXFORD, UK",16/05/1955,0.85,46,40
UK000056225,"OXFORD, UK",17/05/1955,0.85,52,40
UK000056225,"OXFORD, UK",18/05/1955,0.04,51,34
UK000056225,"OXFORD, UK",19/05/1955,0.01,53,34
UK000056225,"OXFORD, UK",20/05/1955,0.11,53,36
UK000056225,"OXFORD, UK",21/05/1955,0.02,57,37
UK000056225,"OXFORD, UK",22/05/1955,0,65,36
UK000056225,"OXFORD, UK",23/05/1955,0,61,40
UK000056225,"OXFORD, UK",24/05/1955,0,63,52
UK000056225,"OXFORD, UK",25/05/1955,0,63,44
UK000056225,"OXFORD, UK",26/05/1955,0.69,61,41
UK000056225,"OXFORD, UK",27/05/1955,0.37,55,48
UK000056225,"OXFORD, UK",28/05/1955,0.01,64,49
UK000056225,"OXFORD, UK",29/05/1955,0,67,45
UK000056225,"OXFORD, UK",30/05/1955,0,66,39
UK000056225,"OXFORD, UK",31/05/1955,0,70,44
UK000056225,"OXFORD, UK",01/06/1955,0,71,44
UK000056225,"OXFORD, UK",02/06/1955,0.07,60,45
UK000056225,"OXFORD, UK",03/06/1955,0.96,63,53
UK000056225,"OXFORD, UK",04/06/1955,0,70,51
UK000056225,"OXFORD, UK",05/06/1955,0,75,46
UK000056225,"OXFORD, UK",06/06/1955,0.18,66,48
UK000056225,"OXFORD, UK",07/06/1955,0.21,63,56
UK000056225,"OXFORD, UK",08/06/1955,1.55,54,52
UK000056225,"OXFORD, UK",09/06/1955,0.11,58,48
UK000056225,"OXFORD, UK",10/06/1955,0,60,38
UK000056225,"OXFORD, UK",11/06/1955,0.55,62,45
UK000056225,"OXFORD, UK",12/06/1955,0.1,66,48
UK000056225,"OXFORD, UK",13/06/1955,0,64,48
UK000056225,"OXFORD, UK",14/06/1955,0.02,74,51
UK000056225,"OXFORD, UK",15/06/1955,0,73,55
UK000056225,"OXFORD, UK",16/06/1955,0,66,55
UK000056225,"OXFORD, UK",17/06/1955,0,64,51
UK000056225,"OXFORD, UK",18/06/1955,0,65,43
UK000056225,"OXFORD, UK",19/06/1955,0.27,67,45
UK000056225,"OXFORD, UK",20/06/1955,0,71,51
UK000056225,"OXFORD, UK",21/06/1955,0,69,50
UK000056225,"OXFORD, UK",22/06/1955,0.03,69,52
UK000056225,"OXFORD, UK",23/06/1955,0,66,59
UK000056225,"OXFORD, UK",24/06/1955,0.14,72,57
UK000056225,"OXFORD, UK",25/06/1955,0,71,50
UK000056225,"OXFORD, UK",26/06/1955,0,67,49
UK000056225,"OXFORD, UK",27/06/1955,0,65,55
UK000056225,"OXFORD, UK",28/06/1955,0.03,69,52
UK000056225,"OXFORD, UK",29/06/1955,0,71,56
UK000056225,"OXFORD, UK",30/06/1955,0,66,50
UK000056225,"OXFORD, UK",01/07/1955,0.14,64,55
UK000056225,"OXFORD, UK",02/07/1955,0,62,46
UK000056225,"OXFORD, UK",03/07/1955,0.15,68,52
UK000056225,"OXFORD, UK",04/07/1955,0,69,45
UK000056225,"OXFORD, UK",05/07/1955,0,73,49
UK000056225,"OXFORD, UK",06/07/1955,0,77,51
UK000056225,"OXFORD, UK",07/07/1955,0,76,51
UK000056225,"OXFORD, UK",08/07/1955,0,74,57
UK000056225,"OXFORD, UK",09/07/1955,0,75,53
UK000056225,"OXFORD, UK",10/07/1955,0,77,53
UK000056225,"OXFORD, UK",11/07/1955,0,81,53
UK000056225,"OXFORD, UK",12/07/1955,0,83,57
UK000056225,"OXFORD, UK",13/07/1955,0,83,60
UK000056225,"OXFORD, UK",14/07/1955,0,80,61
UK000056225,"OXFORD, UK",15/07/1955,0,83,60
UK000056225,"OXFORD, UK",16/07/1955,0,86,59
UK000056225,"OXFORD, UK",17/07/1955,0,74,64
UK000056225,"OXFORD, UK",18/07/1955,0,69,60
UK000056225,"OXFORD, UK",19/07/1955,0,71,56
UK000056225,"OXFORD, UK",20/07/1955,0,71,52
UK000056225,"OXFORD, UK",21/07/1955,0,75,56
UK000056225,"OXFORD, UK",22/07/1955,0,82,52
UK000056225,"OXFORD, UK",23/07/1955,0,68,52
UK000056225,"OXFORD, UK",24/07/1955,0,72,58
UK000056225,"OXFORD, UK",25/07/1955,0,72,50
UK000056225,"OXFORD, UK",26/07/1955,0,78,53
UK000056225,"OXFORD, UK",27/07/1955,0,78,55
UK000056225,"OXFORD, UK",28/07/1955,0,70,57
